RPM,Torque_Nm,BSFC_g_per_kWh,Power_kW,Power_hp,Fuel_Flow_g_per_s
5159.595959595959,2.0202020202020203,703.661359287204,1.0915954026686012,1.4638512668866477,0.21336486245373631
5212.121212121212,2.0202020202020203,706.4350109554011,1.1027079635415,1.4787534332684225,0.21638653119584658
5264.646464646465,2.0202020202020203,709.2859118838778,1.1138205244143988,1.4936555996501972,0.21944922398173497
5317.171717171717,2.0202020202020203,712.2140620726342,1.1249330852872979,1.5085577660319722,0.22255365617565762
5369.69696969697,2.0202020202020203,715.2194615216699,1.1360456461601967,1.523459932413747,0.2257005431418704
5422.222222222223,2.0202020202020203,718.3021102309854,1.1471582070330957,1.538362098795522,0.2288906002446295
5474.747474747474,2.0202020202020203,721.4620082005803,1.1582707679059943,1.5532642651772965,0.23212454284819078
5527.272727272727,2.0202020202020203,724.6991554304548,1.169383328778893,1.5681664315590713,0.23540308631681045
5579.79797979798,2.0202020202020203,728.0135519206088,1.180495889651792,1.5830685979408463,0.23872694601474453
5632.323232323232,2.0202020202020203,731.4051976710425,1.1916084505246909,1.597970764322621,0.24209683730624895
5684.848484848485,2.0202020202020203,734.8740926817557,1.2027210113975897,1.6128729307043959,0.24551347555557979
5737.373737373738,2.0202020202020203,738.4202369527484,1.2138335722704885,1.6277750970861706,0.2489775761269931
5789.89898989899,2.0202020202020203,742.0436304840207,1.2249461331433873,1.6426772634679454,0.2524898543847449
5842.424242424242,2.0202020202020203,745.7442732755726,1.236058694016286,1.6575794298497202,0.2560510256930913
5894.949494949495,2.0202020202020203,749.5221653274041,1.247171254889185,1.672481596231495,0.25966180541628825
5947.474747474747,2.0202020202020203,753.3773066395152,1.258283815762084,1.68738376261327,0.26332290891859184
6000.0,2.0202020202020203,757.3096972119057,1.2693963766349827,1.7022859289950447,0.26703505156425805
800.0,4.040404040404041,703.3715543939786,0.33850570043599537,0.45394291439867857,0.06613757796858015
852.5252525252525,4.040404040404041,699.7441286210983,0.3607308221817931,0.4837472471622282,0.07011646523176976
905.0505050505051,4.040404040404041,696.1939521084976,0.38295594392759075,0.5135515799257778,0.07405878113510822
957.5757575757575,4.040404040404041,692.7210248561764,0.40518106567338835,0.5433559126893273,0.07796595640710757
1010.1010101010102,4.040404040404041,689.3253468641346,0.4274061874191861,0.573160245452877,0.08183942177627994
1062.6262626262626,4.040404040404041,686.0069181323727,0.44963130916498373,0.6029645782164266,0.08568060797113737
1115.151515151515,4.040404040404041,682.7657386608901,0.4718564309107814,0.6327689109799761,0.08949094572019192
1167.6767676767677,4.040404040404041,679.6018084496873,0.49408155265657916,0.6625732437435259,0.09327186575195572
1220.2020202020203,4.040404040404041,676.5151274987638,0.5163066744023769,0.6923775765070755,0.09702479879494076
1272.7272727272727,4.040404040404041,673.50569580812,0.5385317961481745,0.722181909270625,0.10075117557765913
1325.2525252525252,4.040404040404041,670.5735133777557,0.5607569178939722,0.7519862420341746,0.10445242682862296
1377.7777777777778,4.040404040404041,667.718580207671,0.5829820396397698,0.7817905747977242,0.10812998327634424
1430.3030303030303,4.040404040404041,664.940896297866,0.6052071613855675,0.8115949075612738,0.11178527564933513
1482.8282828282827,4.040404040404041,662.2404616483404,0.6274322831313651,0.8413992403248233,0.11541973467610764
1535.3535353535353,4.040404040404041,659.6172762590944,0.6496574048771628,0.8712035730883729,0.11903479108517384
1587.878787878788,4.040404040404041,657.071340130128,0.6718825266229606,0.9010079058519226,0.12263187560504586
1640.4040404040404,4.040404040404041,654.6026532614411,0.6941076483687583,0.9308122386154722,0.1262124189642357
1692.9292929292928,4.040404040404041,652.2112156530338,0.7163327701145559,0.9606165713790218,0.12977785189125549
1745.4545454545455,4.040404040404041,649.897027304906,0.7385578918603536,0.9904209041425714,0.13332960511461725
1797.9797979797981,4.040404040404041,647.6600882170578,0.7607830136061513,1.020225236906121,0.13686910936283306
1850.5050505050506,4.040404040404041,645.5003983894892,0.7830081353519489,1.0500295696696706,0.14039779536441502
1903.030303030303,4.040404040404041,643.4179578222002,0.8052332570977466,1.0798339024332202,0.14391709384787524
1955.5555555555557,4.040404040404041,641.4127665151907,0.8274583788435443,1.10963823519677,0.1474284355417257
2008.080808080808,4.040404040404041,639.4848244684608,0.849683500589342,1.1394425679603195,0.15093325117447853
2060.6060606060605,4.040404040404041,637.6341316820105,0.8719086223351395,1.1692469007238688,0.1544329714746458
2113.131313131313,4.040404040404041,635.8606881558396,0.8941337440809373,1.1990512334874186,0.15792902717073948
2165.6565656565654,4.040404040404041,634.1644938899485,0.9163588658267349,1.2288555662509681,0.16142284899127182
2218.181818181818,4.040404040404041,632.5455488843368,0.9385839875725326,1.2586598990145177,0.16491586766475475
2270.7070707070707,4.040404040404041,631.0038531390046,0.9608091093183304,1.2884642317780675,0.16840951391970044
2323.2323232323233,4.040404040404041,629.539406653952,0.983034231064128,1.318268564541617,0.17190521848462087
2375.757575757576,4.040404040404041,628.152209429179,1.0052593528099258,1.3480728973051668,0.1754044120880282
2428.2828282828286,4.040404040404041,626.8422614646856,1.0274844745557234,1.3778772300687163,0.17890852545843444
2480.808080808081,4.040404040404041,625.6095627604718,1.049709596301521,1.4076815628322659,0.18241898932435166
2533.333333333333,4.040404040404041,624.4541133165376,1.0719347180473187,1.4374858955958154,0.18593723441429197
2585.8585858585857,4.040404040404041,623.3759131328828,1.0941598397931165,1.4672902283593652,0.18946469145676742
2638.3838383838383,4.040404040404041,622.3749622095077,1.116384961538914,1.4970945611229147,0.1930027911802901
2690.909090909091,4.040404040404041,621.451260546412,1.1386100832847117,1.5268988938864643,0.196552964313372
2743.4343434343436,4.040404040404041,620.6048081435961,1.1608352050305095,1.556703226650014,0.20011664158452538
2795.9595959595963,4.040404040404041,619.8356050010595,1.1830603267763073,1.5865075594135638,0.20369525372226213
2848.4848484848485,4.040404040404041,619.1436511188026,1.205285448522105,1.6163118921771134,0.20729023145509434
2901.010101010101,4.040404040404041,618.5289464968253,1.2275105702679026,1.646116224940663,0.21090300551153415
2953.5353535353534,4.040404040404041,617.9914911351275,1.2497356920137,1.675920557704212,0.2145350066200936
3006.060606060606,4.040404040404041,617.5312850337093,1.2719608137594978,1.7057248904677618,0.21818766550928478
3058.5858585858587,4.040404040404041,617.1483281925706,1.2941859355052956,1.7355292232313115,0.22186241290761977
3111.1111111111113,4.040404040404041,616.8426206117115,1.3164110572510932,1.765333555994861,0.2255606795436106
3163.6363636363635,4.040404040404041,616.614162291132,1.3386361789968908,1.7951378887584106,0.22928389614576933
3216.161616161616,4.040404040404041,616.462953230832,1.3608613007426884,1.8249422215219602,0.23303349344260807
3268.686868686869,4.040404040404041,616.3889934308115,1.3830864224884862,1.85474655428551,0.23681090216263895
3321.212121212121,4.040404040404041,616.3922828910707,1.4053115442342838,1.8845508870490595,0.24061755303437393
3373.7373737373737,4.040404040404041,616.4728216116094,1.4275366659800817,1.9143552198126093,0.24445487678632516
3426.2626262626263,4.040404040404041,616.6306095924276,1.4497617877258793,1.9441595525761588,0.24832430414700463
3478.787878787879,4.040404040404041,616.8656468335255,1.471986909471677,1.9739638853397086,0.2522272658449245
3531.313131313131,4.040404040404041,617.177933334903,1.4942120312174745,2.0037682181032577,0.25616519260859677
3583.838383838384,4.040404040404041,617.56746909656,1.5164371529632723,2.0335725508668077,0.2601395151665336
3636.3636363636365,4.040404040404041,618.0342541184965,1.53866227470907,2.063376883630357,0.264151664247247
3688.888888888889,4.040404040404041,618.5782884007126,1.5608873964548677,2.0931812163939068,0.2682030705792491
3741.4141414141413,4.040404040404041,619.1995719432083,1.5831125182006653,2.1229855491574563,0.2722951648910518
3793.939393939394,4.040404040404041,619.8981047459836,1.6053376399464632,2.1527898819210063,0.27642937791116745
3846.4646464646466,4.040404040404041,620.6738868090383,1.6275627616922608,2.182594214684556,0.2806071403681078
3898.989898989899,4.040404040404041,621.5269181323727,1.6497878834380582,2.212398547448105,0.2848298829903851
3951.5151515151515,4.040404040404041,622.4571987159866,1.672013005183856,2.242202880211655,0.2890990365065115
4004.040404040404,4.040404040404041,623.4647285598801,1.6942381269296538,2.2720072129752045,0.29341603164499896
4056.565656565657,4.040404040404041,624.5495076640531,1.7164632486754516,2.3018115457387545,0.29778229913435955
4109.090909090909,4.040404040404041,625.7115360285056,1.738688370421249,2.3316158785023036,0.3021992697031053
4161.616161616162,4.040404040404041,626.9508136532379,1.7609134921670466,2.361420211265853,0.3066683740797485
4214.141414141414,4.040404040404041,628.2673405382496,1.7831386139128445,2.3912245440294027,0.3111910429928009
4266.666666666666,4.040404040404041,629.6611166835409,1.8053637356586418,2.421028876792952,0.31576870717077477
4319.191919191919,4.040404040404041,631.1321420891118,1.8275888574044397,2.4508332095565017,0.32040279734218224
4371.717171717171,4.040404040404041,632.6804167549622,1.8498139791502373,2.4806375423200513,0.32509474423553525
4424.242424242424,4.040404040404041,634.3059406810921,1.872039100896035,2.5104418750836013,0.32984597857934594
4476.767676767677,4.040404040404041,636.0087138675017,1.894264222641833,2.540246207847151,0.3346579311021264
4529.292929292929,4.040404040404041,637.7887363141908,1.9164893443876307,2.570050540610701,0.3395320325323886
4581.818181818182,4.040404040404041,639.6460080211596,1.9387144661334281,2.59985487337425,0.3444697135986447
4634.343434343435,4.040404040404041,641.5805289884077,1.9609395878792257,2.6296592061377995,0.3494724050294066
4686.868686868687,4.040404040404041,643.5922992159356,1.9831647096250236,2.6594635389013495,0.3545415375531867
4739.39393939394,4.040404040404041,645.6813187037429,2.005389831370821,2.689267871664899,0.3596785418984968
4791.919191919193,4.040404040404041,647.8475874518299,2.027614953116619,2.719072204428449,0.36488484879384914
4844.444444444444,4.040404040404041,650.0911054601963,2.0498400748624164,2.7488765371919976,0.3701618889677555
4896.969696969697,4.040404040404041,652.4118727288424,2.0720651966082144,2.778680869955548,0.3755110931487283
4949.49494949495,4.040404040404041,654.809889257768,2.094290318354012,2.8084852027190976,0.3809338920652795
5002.020202020202,4.040404040404041,657.2851550469732,2.1165154400998096,2.8382895354826467,0.3864317164459211
5054.545454545455,4.040404040404041,659.8376700964579,2.1387405618456077,2.868093868246197,0.39200599701916533
5107.070707070707,4.040404040404041,662.4674344062223,2.160965683591405,2.897898201009746,0.397658164513524
5159.595959595959,4.040404040404041,665.174447976266,2.1831908053372024,2.9277025337732954,0.40338964965750923
5212.121212121212,4.040404040404041,667.9587108065896,2.205415927083,2.957506866536845,0.4092018831796334
5264.646464646465,4.040404040404041,670.8202228971925,2.2276410488287977,2.9873111993003945,0.41509629580840823
5317.171717171717,4.040404040404041,673.7589842480752,2.2498661705745957,3.0171155320639444,0.4210743182723462
5369.69696969697,4.040404040404041,676.7749948592373,2.2720912923203933,3.046919864827494,0.4271373812999589
5422.222222222223,4.040404040404041,679.8682547306789,2.2943164140661914,3.076724197591044,0.43328691561975863
5474.747474747474,4.040404040404041,683.0387638624002,2.3165415358119885,3.106528530354593,0.4395243519602574
5527.272727272727,4.040404040404041,686.286522254401,2.338766657557786,3.1363328631181426,0.44585112104996744
5579.79797979798,4.040404040404041,689.6115299066814,2.360991779303584,3.1661371958816926,0.45226865361740076
5632.323232323232,4.040404040404041,693.0137868192413,2.3832169010493818,3.195941528645242,0.4587783803910692
5684.848484848485,4.040404040404041,696.4932929920808,2.4054420227951794,3.2257458614087917,0.46538173209948513
5737.373737373738,4.040404040404041,700.0500484252,2.427667144540977,3.2555501941723413,0.4720801394711605
5789.89898989899,4.040404040404041,703.6840531185985,2.4498922662867746,3.285354526935891,0.47887503323460734
5842.424242424242,4.040404040404041,707.3953070722768,2.472117388032572,3.3151588596994404,0.48576784411833784
5894.949494949495,4.040404040404041,711.1838102862345,2.49434250977837,3.34496319246299,0.4927600028508639
5947.474747474747,4.040404040404041,715.0495627604719,2.516567631524168,3.37476752522654,0.4998529401606979
6000.0,4.040404040404041,718.9925644949888,2.5387927532699655,3.4045718579900894,0.5070480867763516
800.0,6.0606060606060606,670.9811563641649,0.507758550653993,0.6809143715980177,0.09463789429766907
852.5252525252525,6.0606060606060606,667.3643417534108,0.5410962332726895,0.7256208707433421,0.10030786987313292
905.0505050505051,6.0606060606060606,663.8247764029364,0.5744339158913861,0.7703273698886667,0.10592318493746183
957.5757575757575,6.0606060606060606,660.3624603127415,0.6077715985100826,0.815033869033991,0.11148598558342386
1010.1010101010102,6.0606060606060606,656.9773934828263,0.6411092811287791,0.8597403681793154,0.11699841790378716
1062.6262626262626,6.0606060606060606,653.6695759131904,0.6744469637474756,0.9044468673246397,0.12246262799131981
1115.151515151515,6.0606060606060606,650.4390076038343,0.707784646366172,0.9491533664699641,0.12788076193878992
1167.6767676767677,6.0606060606060606,647.2856885547576,0.7411223289848686,0.9938598656152886,0.13325496583896562
